movement_id,date_id,vessel_key,vessel_id,vessel_category,terminal_id,container_count,move_duration,route_geometry,terminal_name,regional_hub,shift,fiscal_year,quarter,month,build_year,vessel_age,suez_period,terminal_total_movements,utilization,load_segment,regional_avg_duration,pct_above_regional,global_avg_duration,pct_above_global,month_name,year_month
931,2022-03-29,Tanker_974,974,Tanker,490,46,751.4874916619558,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Night,2022,1,3,1973,,Post-Suez,42,1.35,High Load,501.3849927507171,49.9,499.53,50.4,Mar 2022,2022-03
731,2022-12-14,Cargo_460,460,Cargo,598,835,802.5571196643879,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Day,2022,4,12,1968,,Post-Suez,41,1.32,High Load,495.1797462581356,62.1,499.53,60.7,Dec 2022,2022-12
731,2022-12-14,Cargo_460,460,Cargo,598,835,802.5571196643879,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Day,2022,4,12,1970,,Post-Suez,41,1.32,High Load,495.1797462581356,62.1,499.53,60.7,Dec 2022,2022-12
974,2024-07-10,Container_579,579,Container,110,334,742.540531712083,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Steven Lynn,EMEA,Night,2024,3,7,2015,11.0,Post-Suez,30,0.97,Normal,495.1797462581356,50.0,499.53,48.6,Jul 2024,2024-07
974,2024-07-10,Container_579,579,Container,110,334,742.540531712083,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Steven Lynn,EMEA,Night,2024,3,7,1962,,Post-Suez,30,0.97,Normal,495.1797462581356,50.0,499.53,48.6,Jul 2024,2024-07
259,2023-07-12,Container_760,760,Container,778,201,969.4383222643596,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Day,2023,3,7,1921,,Post-Suez,58,1.87,Overloaded,509.19575666156277,90.4,499.53,94.1,Jul 2023,2023-07
881,2024-09-27,Passenger_86,86,Passenger,598,378,200.65329559519108,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Night,2024,3,9,1953,,Post-Suez,41,1.32,High Load,495.1797462581356,-59.5,499.53,-59.8,Sep 2024,2024-09
881,2024-09-27,Passenger_86,86,Passenger,598,378,200.65329559519108,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Night,2024,3,9,1972,,Post-Suez,41,1.32,High Load,495.1797462581356,-59.5,499.53,-59.8,Sep 2024,2024-09
881,2024-09-27,Passenger_86,86,Passenger,598,378,200.65329559519108,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Nicole Miller,EMEA,Night,2024,3,9,1905,,Post-Suez,41,1.32,High Load,495.1797462581356,-59.5,499.53,-59.8,Sep 2024,2024-09
163,2022-07-30,Container_718,718,Container,197,130,785.8822626807239,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tammy Strong,EMEA,Night,2022,3,7,1980,,Post-Suez,47,1.52,High Load,495.1797462581356,58.7,499.53,57.3,Jul 2022,2022-07
163,2022-07-30,Container_718,718,Container,197,130,785.8822626807239,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tammy Strong,EMEA,Night,2022,3,7,1987,,Post-Suez,47,1.52,High Load,495.1797462581356,58.7,499.53,57.3,Jul 2022,2022-07
448,2024-12-02,Cargo_709,709,Cargo,45,9,133.34072172993515,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Melton,AMER,Day,2024,4,12,1935,,Post-Suez,28,0.9,Normal,501.3849927507171,-73.4,499.53,-73.3,Dec 2024,2024-12
129,2024-06-30,Tanker_808,808,Tanker,627,668,464.4707120804268,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2024,2,6,1948,,Post-Suez,37,1.19,Normal,494.18812107674495,-6.0,499.53,-7.0,Jun 2024,2024-06
856,2021-10-10,Cargo_616,616,Cargo,737,446,114.52967183499918,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Juarez,LATAM,Night,2021,4,10,2007,19.0,Post-Suez,35,1.13,Normal,494.18812107674495,-76.8,499.53,-77.1,Oct 2021,2021-10
856,2021-10-10,Cargo_616,616,Cargo,737,446,114.52967183499918,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Juarez,LATAM,Night,2021,4,10,1998,28.0,Post-Suez,35,1.13,Normal,494.18812107674495,-76.8,499.53,-77.1,Oct 2021,2021-10
856,2021-10-10,Cargo_616,616,Cargo,737,446,114.52967183499918,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Juarez,LATAM,Night,2021,4,10,1925,,Post-Suez,35,1.13,Normal,494.18812107674495,-76.8,499.53,-77.1,Oct 2021,2021-10
863,2022-04-14,Container_297,297,Container,627,958,824.0580920717326,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2022,2,4,1992,34.0,Post-Suez,37,1.19,Normal,494.18812107674495,66.7,499.53,65.0,Apr 2022,2022-04
390,2024-09-03,Tanker_888,888,Tanker,350,232,850.5575438051651,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Gonzalez,EMEA,Night,2024,3,9,2022,4.0,Post-Suez,36,1.16,Normal,495.1797462581356,71.8,499.53,70.3,Sep 2024,2024-09
912,2023-05-05,Cargo_868,868,Cargo,728,263,872.2251453786995,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Courtney Mclaughlin,EMEA,Day,2023,2,5,1932,,Post-Suez,36,1.16,Normal,495.1797462581356,76.1,499.53,74.6,May 2023,2023-05
912,2023-05-05,Cargo_868,868,Cargo,728,263,872.2251453786995,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Courtney Mclaughlin,EMEA,Day,2023,2,5,1913,,Post-Suez,36,1.16,Normal,495.1797462581356,76.1,499.53,74.6,May 2023,2023-05
226,2021-12-09,Passenger_665,665,Passenger,761,686,579.3358196441493,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",David Dixon,LATAM,Day,2021,4,12,1917,,Post-Suez,52,1.68,High Load,494.18812107674495,17.2,499.53,16.0,Dec 2021,2021-12
186,2024-05-30,Container_249,249,Container,197,308,808.6245785124345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tammy Strong,EMEA,Night,2024,2,5,1978,,Post-Suez,47,1.52,High Load,495.1797462581356,63.3,499.53,61.9,May 2024,2024-05
707,2024-12-16,Container_515,515,Container,957,461,975.3328700331,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sherry Jones,APAC,Day,2024,4,12,1991,35.0,Post-Suez,26,0.84,Normal,509.19575666156277,91.5,499.53,95.3,Dec 2024,2024-12
199,2021-02-08,Tanker_119,119,Tanker,930,141,242.60512333890424,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Regina White,EMEA,Day,2021,1,2,1999,27.0,Pre-Suez,39,1.26,Normal,495.1797462581356,-51.0,499.53,-51.4,Feb 2021,2021-02
199,2021-02-08,Tanker_119,119,Tanker,930,141,242.60512333890424,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Regina White,EMEA,Day,2021,1,2,1946,,Pre-Suez,39,1.26,Normal,495.1797462581356,-51.0,499.53,-51.4,Feb 2021,2021-02
199,2021-02-08,Tanker_119,119,Tanker,930,141,242.60512333890424,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Regina White,EMEA,Day,2021,1,2,1913,,Pre-Suez,39,1.26,Normal,495.1797462581356,-51.0,499.53,-51.4,Feb 2021,2021-02
31,2023-08-28,Passenger_678,678,Passenger,369,793,247.8458699185283,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Seth Jackson,APAC,Day,2023,3,8,1993,33.0,Post-Suez,25,0.81,Normal,509.19575666156277,-51.3,499.53,-50.4,Aug 2023,2023-08
31,2023-08-28,Passenger_678,678,Passenger,369,793,247.8458699185283,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Seth Jackson,APAC,Day,2023,3,8,1998,28.0,Post-Suez,25,0.81,Normal,509.19575666156277,-51.3,499.53,-50.4,Aug 2023,2023-08
31,2023-08-28,Passenger_678,678,Passenger,369,793,247.8458699185283,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Seth Jackson,APAC,Day,2023,3,8,1960,,Post-Suez,25,0.81,Normal,509.19575666156277,-51.3,499.53,-50.4,Aug 2023,2023-08
563,2022-12-11,Container_662,662,Container,215,583,210.3118345056824,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Franklin Hall,AMER,Night,2022,4,12,1960,,Post-Suez,32,1.03,Normal,501.3849927507171,-58.1,499.53,-57.9,Dec 2022,2022-12
563,2022-12-11,Container_662,662,Container,215,583,210.3118345056824,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Franklin Hall,AMER,Night,2022,4,12,2002,24.0,Post-Suez,32,1.03,Normal,501.3849927507171,-58.1,499.53,-57.9,Dec 2022,2022-12
680,2024-02-12,Tanker_126,126,Tanker,131,708,412.8029292834983,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Scott Ray,APAC,Night,2024,1,2,1954,,Post-Suez,26,0.84,Normal,509.19575666156277,-18.9,499.53,-17.4,Feb 2024,2024-02
462,2022-12-17,Cargo_320,320,Cargo,272,494,908.1532774182286,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lauren Little,LATAM,Night,2022,4,12,1992,34.0,Post-Suez,23,0.74,Underutilized,494.18812107674495,83.8,499.53,81.8,Dec 2022,2022-12
507,2023-02-20,Passenger_788,788,Passenger,532,329,566.9544097142252,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jeffrey Thomas,AMER,Day,2023,1,2,1953,,Post-Suez,16,0.52,Underutilized,501.3849927507171,13.1,499.53,13.5,Feb 2023,2023-02
373,2022-05-02,Passenger_584,584,Passenger,113,381,842.4190785572176,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Day,2022,2,5,1982,,Post-Suez,28,0.9,Normal,495.1797462581356,70.1,499.53,68.6,May 2022,2022-05
400,2021-11-09,Passenger_983,983,Passenger,599,681,30.666069099766435,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Park,EMEA,Night,2021,4,11,1986,,Post-Suez,33,1.06,Normal,495.1797462581356,-93.8,499.53,-93.9,Nov 2021,2021-11
717,2024-01-15,Container_919,919,Container,627,28,242.39819548673523,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2024,1,1,1909,,Post-Suez,37,1.19,Normal,494.18812107674495,-51.0,499.53,-51.5,Jan 2024,2024-01
717,2024-01-15,Container_919,919,Container,627,28,242.39819548673523,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2024,1,1,1907,,Post-Suez,37,1.19,Normal,494.18812107674495,-51.0,499.53,-51.5,Jan 2024,2024-01
460,2021-10-12,Tanker_626,626,Tanker,224,528,55.29390281125801,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Lisa Carter,LATAM,Night,2021,4,10,1978,,Post-Suez,42,1.35,High Load,494.18812107674495,-88.8,499.53,-88.9,Oct 2021,2021-10
466,2023-02-23,Container_805_2,805,Container,99,320,276.9407369718707,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2023,1,2,1940,,Post-Suez,34,1.1,Normal,509.19575666156277,-45.6,499.53,-44.6,Feb 2023,2023-02
466,2023-02-23,Container_805_2,805,Container,99,320,276.9407369718707,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2023,1,2,1921,,Post-Suez,34,1.1,Normal,509.19575666156277,-45.6,499.53,-44.6,Feb 2023,2023-02
466,2023-02-23,Container_805_2,805,Container,99,320,276.9407369718707,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2023,1,2,1912,,Post-Suez,34,1.1,Normal,509.19575666156277,-45.6,499.53,-44.6,Feb 2023,2023-02
466,2023-02-23,Container_805_2,805,Container,99,320,276.9407369718707,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Kayla Mitchell,APAC,Night,2023,1,2,1946,,Post-Suez,34,1.1,Normal,509.19575666156277,-45.6,499.53,-44.6,Feb 2023,2023-02
653,2022-04-10,Container_535,535,Container,812,190,588.9600747634297,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Carlos Spears,APAC,Night,2022,2,4,1997,29.0,Post-Suez,22,0.71,Underutilized,509.19575666156277,15.7,499.53,17.9,Apr 2022,2022-04
361,2023-02-01,Container_514,514,Container,705,498,141.05987090493588,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Mercedes Miller,EMEA,Night,2023,1,2,1931,,Post-Suez,33,1.06,Normal,495.1797462581356,-71.5,499.53,-71.8,Feb 2023,2023-02
101,2023-07-23,Passenger_256,256,Passenger,387,331,315.74281293747,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Daniel Wong,AMER,Day,2023,3,7,1931,,Post-Suez,21,0.68,Underutilized,501.3849927507171,-37.0,499.53,-36.8,Jul 2023,2023-07
853,2022-10-10,Cargo_411,411,Cargo,883,78,224.1360085776829,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Day,2022,4,10,1973,,Post-Suez,32,1.03,Normal,494.18812107674495,-54.6,499.53,-55.1,Oct 2022,2022-10
853,2022-10-10,Cargo_411,411,Cargo,883,78,224.1360085776829,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Sandra Lopez,LATAM,Day,2022,4,10,1977,,Post-Suez,32,1.03,Normal,494.18812107674495,-54.6,499.53,-55.1,Oct 2022,2022-10
214,2022-10-05,Container_146,146,Container,705,901,715.9929299847089,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Mercedes Miller,EMEA,Night,2022,4,10,1905,,Post-Suez,33,1.06,Normal,495.1797462581356,44.6,499.53,43.3,Oct 2022,2022-10
41,2021-01-11,Cargo_254,254,Cargo,599,703,684.2142696325535,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Park,EMEA,Day,2021,1,1,2005,21.0,Pre-Suez,33,1.06,Normal,495.1797462581356,38.2,499.53,37.0,Jan 2021,2021-01
900,2023-12-11,Passenger_588,5,Passenger,529,797,983.0182466080598,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tara Walker,APAC,Day,2023,4,12,1922,,Post-Suez,45,1.45,High Load,509.19575666156277,93.1,499.53,96.8,Dec 2023,2023-12
900,2023-12-11,Passenger_588,5,Passenger,529,797,983.0182466080598,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tara Walker,APAC,Day,2023,4,12,1956,,Post-Suez,45,1.45,High Load,509.19575666156277,93.1,499.53,96.8,Dec 2023,2023-12
900,2023-12-11,Passenger_588,5,Passenger,529,797,983.0182466080598,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tara Walker,APAC,Day,2023,4,12,1956,,Post-Suez,45,1.45,High Load,509.19575666156277,93.1,499.53,96.8,Dec 2023,2023-12
429,2022-03-30,Passenger_234,234,Passenger,371,648,731.2751038287045,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Isaac Moore,EMEA,Night,2022,1,3,2016,10.0,Post-Suez,45,1.45,High Load,495.1797462581356,47.7,499.53,46.4,Mar 2022,2022-03
342,2022-01-13,Passenger_374,374,Passenger,154,673,47.102612249142254,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Andrew Baldwin,EMEA,Day,2022,1,1,1949,,Post-Suez,31,1.0,Normal,495.1797462581356,-90.5,499.53,-90.6,Jan 2022,2022-01
342,2022-01-13,Passenger_374,374,Passenger,154,673,47.102612249142254,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Andrew Baldwin,EMEA,Day,2022,1,1,2010,16.0,Post-Suez,31,1.0,Normal,495.1797462581356,-90.5,499.53,-90.6,Jan 2022,2022-01
39,2023-01-07,Container_765,765,Container,460,662,637.4621170143753,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Peter Griffin,AMER,Night,2023,1,1,1977,,Post-Suez,27,0.87,Normal,501.3849927507171,27.1,499.53,27.6,Jan 2023,2023-01
39,2023-01-07,Container_765,765,Container,460,662,637.4621170143753,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Peter Griffin,AMER,Night,2023,1,1,1965,,Post-Suez,27,0.87,Normal,501.3849927507171,27.1,499.53,27.6,Jan 2023,2023-01
565,2022-03-23,Cargo_492,492,Cargo,490,502,639.0443382812293,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2022,1,3,1985,,Post-Suez,42,1.35,High Load,501.3849927507171,27.5,499.53,27.9,Mar 2022,2022-03
495,2024-04-06,Cargo_416,416,Cargo,113,731,832.5984171717532,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Day,2024,2,4,1921,,Post-Suez,28,0.9,Normal,495.1797462581356,68.1,499.53,66.7,Apr 2024,2024-04
495,2024-04-06,Cargo_416,416,Cargo,113,731,832.5984171717532,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Day,2024,2,4,2015,11.0,Post-Suez,28,0.9,Normal,495.1797462581356,68.1,499.53,66.7,Apr 2024,2024-04
553,2024-11-18,Passenger_571,571,Passenger,627,966,158.83481316566983,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2024,4,11,2014,12.0,Post-Suez,37,1.19,Normal,494.18812107674495,-67.9,499.53,-68.2,Nov 2024,2024-11
747,2023-03-04,Cargo_176,17,Cargo,490,306,186.9148039145712,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2023,1,3,1946,,Post-Suez,42,1.35,High Load,501.3849927507171,-62.7,499.53,-62.6,Mar 2023,2023-03
747,2023-03-04,Cargo_176,17,Cargo,490,306,186.9148039145712,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2023,1,3,1921,,Post-Suez,42,1.35,High Load,501.3849927507171,-62.7,499.53,-62.6,Mar 2023,2023-03
344,2023-10-24,Cargo_328,328,Cargo,45,887,351.0188281438073,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Melton,AMER,Night,2023,4,10,1900,,Post-Suez,28,0.9,Normal,501.3849927507171,-30.0,499.53,-29.7,Oct 2023,2023-10
296,2021-06-25,Tanker_664,664,Tanker,672,888,264.2255119596372,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Night,2021,2,6,1930,,Post-Suez,16,0.52,Underutilized,501.3849927507171,-47.3,499.53,-47.1,Jun 2021,2021-06
296,2021-06-25,Tanker_664,664,Tanker,672,888,264.2255119596372,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Deborah Perez,AMER,Night,2021,2,6,1909,,Post-Suez,16,0.52,Underutilized,501.3849927507171,-47.3,499.53,-47.1,Jun 2021,2021-06
937,2023-04-23,Tanker_572,572,Tanker,708,472,182.67095474966223,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Ryan Williams,LATAM,Day,2023,2,4,2001,25.0,Post-Suez,28,0.9,Normal,494.18812107674495,-63.0,499.53,-63.4,Apr 2023,2023-04
937,2023-04-23,Tanker_572,572,Tanker,708,472,182.67095474966223,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Ryan Williams,LATAM,Day,2023,2,4,1995,31.0,Post-Suez,28,0.9,Normal,494.18812107674495,-63.0,499.53,-63.4,Apr 2023,2023-04
711,2022-11-07,Cargo_592,592,Cargo,627,268,50.98105062817382,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Matthew Jones,LATAM,Day,2022,4,11,1950,,Post-Suez,37,1.19,Normal,494.18812107674495,-89.7,499.53,-89.8,Nov 2022,2022-11
714,2024-05-20,Passenger_875,875,Passenger,529,787,239.2203228793916,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tara Walker,APAC,Night,2024,2,5,1981,,Post-Suez,45,1.45,High Load,509.19575666156277,-53.0,499.53,-52.1,May 2024,2024-05
714,2024-05-20,Passenger_875,875,Passenger,529,787,239.2203228793916,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tara Walker,APAC,Night,2024,2,5,2007,19.0,Post-Suez,45,1.45,High Load,509.19575666156277,-53.0,499.53,-52.1,May 2024,2024-05
685,2024-07-14,Tanker_787,787,Tanker,895,922,936.3628632405262,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2024,3,7,1934,,Post-Suez,34,1.1,Normal,501.3849927507171,86.8,499.53,87.5,Jul 2024,2024-07
685,2024-07-14,Tanker_787,787,Tanker,895,922,936.3628632405262,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2024,3,7,1919,,Post-Suez,34,1.1,Normal,501.3849927507171,86.8,499.53,87.5,Jul 2024,2024-07
993,2023-09-22,Passenger_131,131,Passenger,778,255,47.14404682192519,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Night,2023,3,9,1974,,Post-Suez,58,1.87,Overloaded,509.19575666156277,-90.7,499.53,-90.6,Sep 2023,2023-09
993,2023-09-22,Passenger_131,131,Passenger,778,255,47.14404682192519,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Shannon Gray,APAC,Night,2023,3,9,1939,,Post-Suez,58,1.87,Overloaded,509.19575666156277,-90.7,499.53,-90.6,Sep 2023,2023-09
613,2022-08-11,Container_406,406,Container,197,285,35.000510977678864,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Tammy Strong,EMEA,Day,2022,3,8,2013,13.0,Post-Suez,47,1.52,High Load,495.1797462581356,-92.9,499.53,-93.0,Aug 2022,2022-08
14,2024-10-03,Cargo_555_2,555,Cargo,490,981,634.6558521087087,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2024,4,10,1984,,Post-Suez,42,1.35,High Load,501.3849927507171,26.6,499.53,27.1,Oct 2024,2024-10
14,2024-10-03,Cargo_555_2,555,Cargo,490,981,634.6558521087087,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2024,4,10,1918,,Post-Suez,42,1.35,High Load,501.3849927507171,26.6,499.53,27.1,Oct 2024,2024-10
14,2024-10-03,Cargo_555_2,555,Cargo,490,981,634.6558521087087,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2024,4,10,1959,,Post-Suez,42,1.35,High Load,501.3849927507171,26.6,499.53,27.1,Oct 2024,2024-10
14,2024-10-03,Cargo_555_2,555,Cargo,490,981,634.6558521087087,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Elizabeth Norman,AMER,Day,2024,4,10,2022,4.0,Post-Suez,42,1.35,High Load,501.3849927507171,26.6,499.53,27.1,Oct 2024,2024-10
73,2021-10-03,Tanker_710,7,Tanker,113,550,726.4373768549345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Night,2021,4,10,1916,,Post-Suez,28,0.9,Normal,495.1797462581356,46.7,499.53,45.4,Oct 2021,2021-10
73,2021-10-03,Tanker_710,7,Tanker,113,550,726.4373768549345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Night,2021,4,10,1995,31.0,Post-Suez,28,0.9,Normal,495.1797462581356,46.7,499.53,45.4,Oct 2021,2021-10
73,2021-10-03,Tanker_710,7,Tanker,113,550,726.4373768549345,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Todd Hardin,EMEA,Night,2021,4,10,1987,,Post-Suez,28,0.9,Normal,495.1797462581356,46.7,499.53,45.4,Oct 2021,2021-10
605,2022-05-07,Cargo_387,387,Cargo,895,445,951.6656496950708,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",John Bridges,AMER,Day,2022,2,5,1924,,Post-Suez,34,1.1,Normal,501.3849927507171,89.8,499.53,90.5,May 2022,2022-05
264,2024-06-03,Container_861,86,Container,350,606,764.1728716837937,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Gonzalez,EMEA,Night,2024,2,6,1953,,Post-Suez,36,1.16,Normal,495.1797462581356,54.3,499.53,53.0,Jun 2024,2024-06
264,2024-06-03,Container_861,86,Container,350,606,764.1728716837937,"{'type': 'LineString', 'coordinates': [[7.509962, 52.294029], [8.48394, 53.539971]]}",Jason Gonzalez,EMEA,Night,2024,2,6,1972,,Post-Suez,36,1.16,Normal,495.1797462581356,54.3,499.53,53.0,Jun 2024,2024-06
